2018-11-15T04:23:59.904Z|DELETE|/api/users/85e2a39a-e4a3-4228-af9d-0c9de1ec95d7|200|::ffff:127.0.0.1|37.648|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:24:41.475Z|GET|/api/users|200|::ffff:127.0.0.1|92.853|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:24:53.309Z|DELETE|/api/users/73b03ab0-a9eb-4102-a890-99bfefb7d383|200|::ffff:127.0.0.1|132.406|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:25:06.273Z|DELETE|/api/users/73b03ab0-a9eb-4102-a890-99bfefb7d383|200|::ffff:127.0.0.1|36.066|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:25:08.495Z|DELETE|/api/users/73b03ab0-a9eb-4102-a890-99bfefb7d383|200|::ffff:127.0.0.1|37.431|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:25:08.657Z|DELETE|/api/users/73b03ab0-a9eb-4102-a890-99bfefb7d383|200|::ffff:127.0.0.1|36.201|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:25:13.405Z|DELETE|/api/users/85e2a39a-e4a3-4228-af9d-0c9de1ec95d7|200|::ffff:127.0.0.1|78.601|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:25:18.184Z|GET|/api/users|200|::ffff:127.0.0.1|81.486|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:37:16.089Z|GET|/api/users|304|::ffff:127.0.0.1|72.537|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:37:57.588Z|GET|/api/users|304|::ffff:127.0.0.1|75.185|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:38:00.410Z|GET|/api/logs|200|::ffff:127.0.0.1|41.240|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:38:12.524Z|GET|/api/users|304|::ffff:127.0.0.1|74.608|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:38:31.585Z|GET|/api/logs|200|::ffff:127.0.0.1|40.228|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:38:47.952Z|GET|/api/users|304|::ffff:127.0.0.1|70.826|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:39:11.635Z|PUT|/api/users/|200|::ffff:127.0.0.1|118.384|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:39:14.260Z|GET|/api/users|200|::ffff:127.0.0.1|72.181|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:39:58.443Z|GET|/api/users|304|::ffff:127.0.0.1|72.766|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:40:17.616Z|GET|/api/users|304|::ffff:127.0.0.1|92.775|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:40:31.190Z|PUT|/api/users/|200|::ffff:127.0.0.1|120.493|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
2018-11-15T04:40:33.386Z|GET|/api/users|200|::ffff:127.0.0.1|71.993|Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:64.0) Gecko/20100101 Firefox/64.0
